SegmentID,Gene
seg5,IGLVIV-66-1
seg5,IGLVV-66
seg5,IGLVIV-65
seg5,IGLVIV-64
seg5,IGLVI-63
seg5,IGLV1-62
seg5,IGLV8-61
seg5,ABHD17AP5
seg5,IGLV4-60
seg5,SOCS2P2
seg5,IGLVIV-59
seg5,IGLVV-58
seg5,BMP6P1
seg5,IGLV6-57
seg5,IGLVI-56
seg5,IGLV11-55
seg5,IGLVIV-53
seg5,TOP3BP1
seg5,BMS1P20
seg5,IGLV5-52
seg5,IGLV1-51
seg5,IGLV1-50
seg5,ASH2LP3
seg5,IGLV9-49
seg5,IGLV5-48
seg5,IGLV1-47
seg5,ASH2LP2
seg5,IGLV7-46
seg5,IGLV5-45
seg5,IGLV1-44
seg5,IGLV7-43
seg5,IGLVI-42
seg5,IGLVVII-41-1
seg5,IGLV1-41
seg5,IGLV1-40
seg5,ASH2LP1
seg5,IGLVI-38
seg5,IGLV5-37
seg5,IGLV1-36
seg5,ASH2LP4
seg5,IGLV7-35
seg5,SHISA8
seg5,HMGN2P9
seg5,TRMT112P8
seg5,MRPS16P3
seg5,APOL5
seg5,NDUFA9P1
seg5,MIR6819
seg5,RPS15AP38
seg5,SEC14L6
seg5,STMN3P1
seg5,CRYBB3
seg5,SELENOO
seg5,TTC28
seg5,GSTT4
seg5,BPIFC
seg5,ADM2
seg5,BBLNP2
seg5,MIRLET7A3
seg5,MIR4763
seg5,MIRLET7B
seg5,RN7SKP80
seg5,RNU6-513P
seg5,RPL5P34
seg5,ADAMTS7P5
seg5,COA1P1
seg5,PIWIL3
seg5,RFPL2
seg5,TMEM121B
seg5,RPL31P62
seg5,IL17REL
seg5,RPL32P5
seg5,FAM32BP
seg5,CECR9
seg5,RN7SL843P
seg5,LINC02557
seg5,IGLL1
seg5,POM121L7P
seg5,E2F6P2
seg5,LRRC74B
seg5,SLC9A3P2
seg5,ABHD17AP4
seg5,E2F6P3
seg5,PPP1R26P5
seg5,LINC01651
seg5,SUSD2P1
seg5,RN7SKP63
seg5,RN7SKP210
seg5,UQCRFS1P1
seg5,TMA7B
seg5,FAM246C
seg5,ZNF280B
seg5,ZNF280A
seg5,PRAME
seg5,IGLV2-34
seg5,IGLV2-33
seg5,IGLV3-32
seg5,IGLV3-31
seg5,IGLV3-30
seg5,BCRP4
seg5,GGTLC2
seg5,IGLV3-29
seg5,IGLV2-28
seg5,IGLV3-27
seg5,IGLV3-26
seg5,IGLVVI-25-1
seg5,IGLV3-25
seg5,IGLV3-24
seg5,IGLV2-23
seg5,IGLVVI-22-1
seg5,IGLV3-22
seg5,IGLV3-21
seg5,IGLVI-20
seg5,IGLV3-19
seg5,IGLV2-18
seg5,IGLV3-17
seg5,IGLV3-16
seg5,IGLV3-15
seg5,IGLV2-14
seg5,RNU6-331P
seg5,RNU6-375P
seg5,MIR6889
seg5,RN7SL704P
seg5,SLC35E4
seg5,RPL13AP26
seg5,MCHR1
seg5,TUG1
seg5,RN7SL385P
seg5,TPTEP2-CSNK1E
seg5,DDX17
seg5,LGALS2
seg5,TTLL8
seg5,RIMBP3B
seg5,MRTFA
seg5,TBX1
seg5,CPMER
seg5,PITPNB
seg5,MIR3199-1
seg5,MIR3199-2
seg5,RN7SL757P
seg5,MN1
seg5,GSTT2
seg5,RPS9P2
seg5,ACTBP15
seg5,MIR1281
seg5,IGLV3-10
seg5,IGLV3-9
seg5,IGLV2-8
seg5,MIR650
seg5,IGLV3-7
seg5,IGLV3-6
seg5,IGLV2-5
seg5,IGLV3-4
seg5,IGLV4-3
seg5,IGLV3-2
seg5,IGLV3-1
seg5,MIR5571
seg5,IGLL5
seg5,IGLJ1
seg5,IGLC1
seg5,IGLJ2
seg5,IGLC2
seg5,IGLJ3
seg5,IGLC3
seg5,IGLJ4
seg5,IGLC4
seg5,IGLC5
seg5,IGLJ6
seg5,IGLC6
seg5,IGLJ7
seg5,IGLC7
seg5,POM121L9P
seg5,BCRP3
seg5,GGT3P
seg5,LRP5L
seg5,P2RX6P
seg5,PRAMENP
seg5,CECR7
seg5,USP41P
seg5,FAM247A
seg5,SMPD4P1
seg5,POM121L4P
seg5,POM121L1P
seg5,TPTEP2
seg5,RRP7BP
seg5,BCRP2
seg5,TMEM191A
seg5,CRYBB2P1
seg5,ISCA2P1
seg5,AP1B1P1
seg5,AP1B1P2
seg5,PI4KAP1
seg5,RN7SKP131
seg5,RIMBP3
seg5,SUSD2P2
seg5,CA15P2
seg5,PPP1R26P2
seg5,GUSBP11
seg5,RGL4
seg5,VPREB3
seg5,MIR1249
seg5,RIBC2
seg5,RNU6-1161P
seg5,MIR4762
seg5,C22orf42
seg5,PDXP
seg5,RFPL1
seg5,RPL34P35
seg5,RN7SL633P
seg5,SELENOM
seg5,RPS15AP37
seg5,SNRPNP2
seg5,MIR3928
seg5,RNU6-1128P
seg5,RNA5SP496
seg5,RTL10
seg5,SEPTIN3
seg5,RN7SL20P
seg5,RPL17P52
seg5,RNU6-201P
seg5,RPS17P16
seg5,RNA5SP497
seg5,ETFRF1P1
seg5,SYN3
seg5,DRICH1
seg5,ATXN10
seg5,TRNT1P2
seg5,WNT7B
seg5,APOBEC3A
seg5,MOV10L1
seg5,OLA1P1
seg5,CYP2D7
seg5,TMEM191B
seg5,POM121L15P
seg5,SLC25A5P1
seg5,LINC01399
seg5,PI4KAP2
seg5,C22orf46P
seg5,SERHL
seg5,TUBA3FP
seg5,SELENOO-AS1
seg5,FAM83F
seg5,SGSM3-AS1
seg5,RNF185-AS1
seg5,SHANK3
seg5,RNU6-409P
seg5,KRT18P23
seg5,ANP32BP2
seg5,PRR5
seg5,PRR5-ARHGAP8
seg5,RPL6P28
seg5,RFKP4
seg5,JTBP1
seg5,MIR4766
seg5,DNAJB7
seg5,RNU6-379P
seg5,L3MBTL2-AS1
seg5,RNU6-338P
seg5,RNU6-28P
seg5,H2AZP6
seg5,RPS26P59
seg5,RPS18P14
seg5,MIR7109
seg5,SEZ6L-AS1
seg5,RNA5SP495
seg5,VPREB1
seg5,LHFPL7
seg5,RPS25P10
seg5,TTLL12
seg5,SCUBE1-AS2
seg5,INPP5J
seg5,SREBF2-AS1
seg5,CES5AP1
seg5,ZDHHC8BP
seg5,MIATNB
seg5,RPL15P22
seg5,RPL35P8
seg5,MIR3667
seg5,MIF-AS1
seg5,MIR6818
seg5,CNN2P1
seg5,RPL36P17
seg5,RPS3AP51
seg5,APOBEC3B-AS1
seg5,LINC00899
seg5,PRR34
seg5,MIR3619
seg5,ABCD1P4
seg5,PABPC1P9
seg5,SLC9B1P4
seg5,ACTR3BP6
seg5,CHEK2P4
seg5,KCNMB3P1
seg5,CCT8L2
seg5,TPTEP1
seg5,SLC25A15P5
seg5,PARP4P3
seg5,ANKRD62P1-PARP4P3
seg5,ANKRD62P1
seg5,VWFP1
seg5,XKR3
seg5,HSFY1P1
seg5,GPM6BP3
seg5,ZNF402P
seg5,MTND1P17
seg5,IGKV1OR22-5
seg5,IGKV2OR22-4
seg5,IGKV2OR22-3
seg5,IGKV3OR22-2
seg5,IGKV1OR22-1
seg5,GAB4
seg5,IL9RP6
seg5,MIAT
seg5,NPTXR
seg5,LARGE-AS1
seg5,MRTFA-AS1
seg5,TTC28-AS1
seg5,PIK3IP1-DT
seg5,LINC01521
seg5,LINC01640
seg5,CACNG2-DT
seg5,TTLL1-AS1
seg5,LINC01656
seg5,TOMM22-DT
seg5,LINC00207
seg5,MYH9-DT
seg5,PCAT14
seg5,CECR3
seg5,RFPL3S
seg5,UFD1-AS1
seg5,LINC02558
seg5,THAP7-AS1
seg5,FAM230E
seg5,OGFRP1
seg5,TFIP11-DT
seg5,HORMAD2-AS1
seg5,EFCAB6-DT
seg5,FAM230F
seg5,SYN3-AS1
seg5,LINC01637
seg5,LINC01644
seg5,LARGE1-AS1
seg5,DGCR5
seg5,CABP7-DT
seg5,LINC01310
seg5,FAM230I
seg5,LINC01589
seg5,MIRLET7BHG
seg5,LINC01639
seg5,LINC02939
seg5,ZNRF3-AS1
seg5,LINC02885
seg5,LINC01634
seg5,LINC01643
seg5,TRABD-AS1
seg5,LINC01311
seg5,LINC01638
seg5,NCF4-AS1
seg5,EPIC1
seg5,LINC00898
seg5,LINC00895
seg5,LINC01315
seg5,LINC02925
seg5,HDHD5-AS1
seg5,NUP50-DT
seg5,GRK3-AS1
seg5,YWHAH-AS1
seg5,LINC00896
seg5,LINC02891
seg5,KIAA1671-AS1
seg5,NHIP
seg5,MYO18B-AS1
seg5,FAM230A
seg5,FAM230D
seg5,FAM230J
seg5,LINC00229
seg5,MORC2-AS1
seg5,EFCAB6-AS1
seg5,LINC02554
seg5,LINC01665
seg5,LINC02559
seg5,PDXP-DT
seg5,LIF-AS1
seg5,FAM230G
seg5,TNRC6B-DT
seg5,MIR3667HG
seg5,LINC01664
seg5,PPM1F-AS1
seg5,IL2RB-AS1
seg5,RN7SKP252
seg5,RPL5P35
seg5,MGAT3-AS1
seg5,LINC01659
seg5,HMGB1P10
seg5,GGTLC4P
seg5,POM121L10P
seg5,GAPDHP37
seg5,BCRP7
seg5,CA15P1
seg5,NDUFA6-DT
seg5,CYP2D8P
seg5,RFPL1S
seg5,RFPL4AP6
seg5,TSSK1A
seg5,IGLL3P
seg5,GOLGA2P4
seg5,BCRP1
seg5,ASLP1
seg5,CCDC74BP1
seg5,IGLL4P
seg5,BCRP5
seg5,POM121L8P
seg5,BCRP6
seg5,LRRC37A14P
seg5,EP300-AS1
seg5,CSF2RBP1
seg5,CCDC188BP
seg5,FABP5P11
seg5,VN1R9P
seg5,TMEM184B-AS1
seg5,IGLV3-13
seg5,IGLV3-12
seg5,IGLV2-11
seg5,IGLJ5
seg5,LINC00528
seg5,RNU12
seg5,FAM247B
seg5,FAM246B
seg5,FAM230H
seg5,FAM246A
seg5,ADORA2A-AS1
seg5,TBC1D22A-DT
seg5,TBC1D22A-AS1
seg5,KLHDC7B-DT
seg5,KLHDC7B
seg5,CHKB-DT
seg5,ATP5MGL
seg5,FAM230B
seg5,GGT2P
seg5,SOX10
seg5,CRYBB2
seg5,C22orf39
seg5,RANBP1
seg5,RAB36
seg5,IL2RB
seg5,UPB1
seg5,SEC14L3
seg5,GRAP2
seg5,HORMAD2
seg5,PNPLA3
seg5,TST
seg5,CYTH4
seg5,APOBEC3C
seg5,RAC2
seg5,MMP11
seg5,SF3A1
seg5,NDUFA6
seg5,CHCHD10
seg5,SLC5A1
seg5,GNB1L
seg5,MLC1
seg5,C1QTNF6
seg5,MAPK11
seg5,APOL4
seg5,SERPIND1
seg5,SULT4A1
seg5,ADA2
seg5,PIK3IP1
seg5,MEI1
seg5,CHADL
seg5,UQCR10
seg5,CRKL
seg5,LGALS1
seg5,MPPED1
seg5,DDTL
seg5,TNFRSF13C
seg5,MIOX
seg5,CARD10
seg5,SLC16A8
seg5,NOL12
seg5,GP1BB
seg5,SLC7A4
seg5,GALR3
seg5,KIAA1671
seg5,CSF2RB
seg5,DGCR6L
seg5,APOBEC3F
seg5,PVALB
seg5,TAFA5
seg5,HSCB
seg5,CDC42EP1
seg5,CIMAP1B
seg5,PHF5A
seg5,UFD1
seg5,SLC25A17
seg5,TOMM22
seg5,EP300
seg5,LZTR1
seg5,IFT27
seg5,MCM5
seg5,THAP7
seg5,RASD2
seg5,RPS19BP1
seg5,MICALL1
seg5,RBX1
seg5,UBE2L3
seg5,MGAT3
seg5,FBXO7
seg5,MIF
seg5,CENPM
seg5,SLC25A1
seg5,SMC1B
seg5,PRR14L
seg5,ZNF74
seg5,ZDHHC8
seg5,PHF21B
seg5,CECR2
seg5,SREBF2
seg5,ZC3H7B
seg5,MRPL40
seg5,GTSE1
seg5,DERL3
seg5,HIC2
seg5,POLR2F
seg5,SDF2L1
seg5,SCO2
seg5,JOSD1
seg5,DGCR6
seg5,CDC45
seg5,MTFP1
seg5,ATP6V1E1
seg5,XBP1
seg5,ARVCF
seg5,MPST
seg5,HIRA
seg5,LRRC75B
seg5,PEX26
seg5,CCDC117
seg5,TOB2
seg5,NIPSNAP1
seg5,SH3BP1
seg5,DESI1
seg5,SNAP29
seg5,DDT
seg5,ELFN2
seg5,CABIN1
seg5,PNPLA5
seg5,ADORA2A
seg5,TPST2
seg5,GGT5
seg5,PATZ1
seg5,TXN2
seg5,TRABD
seg5,BCL2L13
seg5,SEPTIN5
seg5,DENND6B
seg5,PPARA
seg5,TFIP11
seg5,ZBED4
seg5,SRRD
seg5,RASL10A
seg5,WBP2NL
seg5,HMGXB4
seg5,SAMM50
seg5,SLC25A18
seg5,KREMEN1
seg5,OSBP2
seg5,KDELR3
seg5,BRD1
seg5,TAB1
seg5,CCDC157
seg5,KIAA0930
seg5,PES1
seg5,CBX7
seg5,SGSM1
seg5,SMIM45
seg5,GCAT
seg5,MB
seg5,NUP50
seg5,APOL2
seg5,CRYBB1
seg5,YWHAH
seg5,FOXRED2
seg5,SLC2A11
seg5,KCNJ4
seg5,TCN2
seg5,GRK3
seg5,LMF2
seg5,MAPK12
seg5,FBLN1
seg5,BAIAP2L2
seg5,TTLL1
seg5,CPT1B
seg5,SPECC1L
seg5,PLA2G3
seg5,SMARCB1
seg5,TIMP3
seg5,HDAC10
seg5,TUBGCP6
seg5,USP18
seg5,RNF215
seg5,KCTD17
seg5,TNRC6B
seg5,PLXNB2
seg5,TRMT2A
seg5,APOL1
seg5,PMM1
seg5,CHKB
seg5,CSDC2
seg5,SEC14L4
seg5,XPNPEP3
seg5,GGT1
seg5,RRP7A
seg5,SMDT1
seg5,ESS2
seg5,PICK1
seg5,GUCD1
seg5,BID
seg5,CERK
seg5,FAM118A
seg5,APOBEC3D
seg5,SMTN
seg5,CBX6
seg5,MAPK8IP2
seg5,GAS2L1
seg5,DRG1
seg5,ZMAT5
seg5,AP1B1
seg5,CABP7
seg5,RTCB
seg5,TOM1
seg5,CBY1
seg5,YDJC
seg5,RBFOX2
seg5,ASPHD2
seg5,ACO2
seg5,POLR3H
seg5,TBC1D22A
seg5,TUBA8
seg5,MED15
seg5,SCUBE1
seg5,NCAPH2
seg5,ARHGAP8
seg5,CHEK2
seg5,DGCR8
seg5,DGCR2
seg5,CASTOR1
seg5,APOL3
seg5,MYH9
seg5,PLA2G6
seg5,C22orf23
seg5,MAFF
seg5,C22orf15
seg5,TMEM184B
seg5,SGSM3
seg5,MTMR3
seg5,GNAZ
seg5,BIK
seg5,SUN2
seg5,TMPRSS6
seg5,PI4KA
seg5,UPK3A
seg5,POLDIP3
seg5,KLHL22
seg5,ANKRD54
seg5,GGA1
seg5,DMC1
seg5,SEZ6L
seg5,THOC5
seg5,TANGO2
seg5,NF2
seg5,ISX
seg5,BCR
seg5,P2RX6
seg5,NAGA
seg5,TEF
seg5,EIF3D
seg5,APOL6
seg5,SUSD2
seg5,MORC2
seg5,A4GALT
seg5,SSTR3
seg5,EWSR1
seg5,ARFGAP3
seg5,HPS4
seg5,GTPBP1
seg5,ATF4
seg5,DEPDC5
seg5,APOBEC3G
seg5,ASCC2
seg5,TTC38
seg5,ST13
seg5,RABL2B
seg5,EMID1
seg5,AIFM3
seg5,LIMK2
seg5,CDPF1
seg5,IL17RA
seg5,GGTLC3
seg5,TBC1D10A
seg5,ZNRF3
seg5,RANGAP1
seg5,MAPK1
seg5,MIEF1
seg5,TRMU
seg5,ARSA
seg5,PHETA2
seg5,CYP2D6
seg5,ZNF70
seg5,RNF185
seg5,DNAL4
seg5,CCDC134
seg5,GSTT2B
seg5,PARVG
seg5,COMT
seg5,CLTCL1
seg5,PRODH
seg5,DUSP18
seg5,LARGE1
seg5,PIM3
seg5,RHBDD3
seg5,CYB5R3
seg5,PPP6R2
seg5,SBF1
seg5,CSNK1E
seg5,ALG12
seg5,SCARF2
seg5,CRELD2
seg5,TOP3B
seg5,SYNGR1
seg5,SERHL2
seg5,MFNG
seg5,NFAM1
seg5,ADSL
seg5,L3MBTL2
seg5,GRAMD4
seg5,HDHD5
seg5,XRCC6
seg5,TYMP
seg5,GAL3ST1
seg5,EFCAB6
seg5,PACSIN2
seg5,RPL3
seg5,PDGFB
seg5,SNRPD3
seg5,TSPO
seg5,MCAT
seg5,SFI1
seg5,EIF4ENIF1
seg5,"PISD"""
seg5,ACH-000367
seg6,NCF4
seg6,ACO2P1
seg6,CACNA1I
seg6,ENTHD1
seg6,MRPS18CP6
seg6,COX5BP7
seg6,TRIOBP
seg6,MTFR2P2
seg6,GTSE1-DT
seg6,RTL6
seg6,RPL35AP36
seg6,PKDREJ
seg6,FUNDC2P4
seg6,SKP1P4
seg6,SHISAL1
seg6,SCUBE1-AS1
seg6,SNORD83A
seg6,MIR6821
seg6,SNORD83B
seg6,SNORD43
seg6,MIR4535
seg6,MIR3201
seg6,RN7SKP214
seg6,RPL39P41
seg6,RPL7P52
seg6,COX6B1P3
seg6,RPL4P6
seg6,APOBEC3B
seg6,ACR
seg6,SNRPA1P2
seg6,MIR4764
seg6,SNORA50B
seg6,LARGE-IT1
seg6,FAM136EP
seg6,CELSR1
seg6,PARVB
seg6,RNU6-495P
seg6,SNU13
seg6,RNU6-476P
seg6,HMGN2P10
seg6,RNU6ATAC22P
seg6,PANX2
seg6,MIR33A
seg6,MIR378I
seg6,SNORD13P1
seg6,RNU7-167P
seg6,MIR3909
seg6,MIR6069
seg6,HMOX1
seg6,CACNG2
seg6,APOBEC3H
seg6,CIMIP4
seg6,RNU6-900P
seg6,MIR6820
seg6,MIR4534
seg6,RPS29P31
seg6,PRDX3P1
seg6,MIR658
seg6,MIR659
seg6,EIF3L
seg6,TCF20
seg6,MTCO1P20
seg6,MTCO2P20
seg6,MTATP6P20
seg6,MTCO3P20
seg6,MTCYBP34
seg6,MTND1P10
seg6,SYCE3
seg6,CHKB-CPT1B
seg6,H1-0
seg6,FAM227A
seg6,SHISA8
seg6,HMGN2P9
seg6,TRMT112P8
seg6,MRPS16P3
seg6,APOL5
seg6,NDUFA9P1
seg6,MIR6819
seg6,RPS15AP38
seg6,SELENOO
seg6,ADM2
seg6,MIRLET7A3
seg6,MIR4763
seg6,MIRLET7B
seg6,RN7SKP80
seg6,RNU6-513P
seg6,RPL5P34
seg6,ADAMTS7P5
seg6,COA1P1
seg6,IL17REL
seg6,RN7SKP210
seg6,UQCRFS1P1
seg6,TMA7B
seg6,RNU6-375P
seg6,MIR6889
seg6,RN7SL704P
seg6,MCHR1
seg6,RN7SL385P
seg6,TPTEP2-CSNK1E
seg6,DDX17
seg6,LGALS2
seg6,TTLL8
seg6,MRTFA
seg6,RPS9P2
seg6,ACTBP15
seg6,MIR1281
seg6,TPTEP2
seg6,RRP7BP
seg6,MIR1249
seg6,RIBC2
seg6,RNU6-1161P
seg6,MIR4762
seg6,PDXP
seg6,SEPTIN3
seg6,ETFRF1P1
seg6,SYN3
seg6,ATXN10
seg6,TRNT1P2
seg6,WNT7B
seg6,APOBEC3A
seg6,MOV10L1
seg6,OLA1P1
seg6,CYP2D7
seg6,SLC25A5P1
seg6,LINC01399
seg6,C22orf46P
seg6,SERHL
seg6,SELENOO-AS1
seg6,FAM83F
seg6,SGSM3-AS1
seg6,SHANK3
seg6,RNU6-409P
seg6,KRT18P23
seg6,ANP32BP2
seg6,PRR5
seg6,PRR5-ARHGAP8
seg6,RPL6P28
seg6,RFKP4
seg6,JTBP1
seg6,MIR4766
seg6,DNAJB7
seg6,RNU6-379P
seg6,L3MBTL2-AS1
seg6,RPS25P10
seg6,TTLL12
seg6,SCUBE1-AS2
seg6,SREBF2-AS1
seg6,RPL35P8
seg6,MIR3667
seg6,APOBEC3B-AS1
seg6,LINC00899
seg6,PRR34
seg6,MIR3619
seg6,NPTXR
seg6,LARGE-AS1
seg6,MRTFA-AS1
seg6,LINC01640
seg6,CACNG2-DT
seg6,TTLL1-AS1
seg6,LINC01656
seg6,TOMM22-DT
seg6,LINC00207
seg6,MYH9-DT
seg6,OGFRP1
seg6,EFCAB6-DT
seg6,LINC01644
seg6,LARGE1-AS1
seg6,LINC01310
seg6,LINC01589
seg6,MIRLET7BHG
seg6,LINC01639
seg6,LINC02939
seg6,LINC02885
seg6,LINC01643
seg6,TRABD-AS1
seg6,NCF4-AS1
seg6,EPIC1
seg6,LINC00898
seg6,LINC01315
seg6,LINC02925
seg6,NUP50-DT
seg6,NHIP
seg6,LINC00229
seg6,EFCAB6-AS1
seg6,PDXP-DT
seg6,TNRC6B-DT
seg6,MIR3667HG
seg6,IL2RB-AS1
seg6,RN7SKP252
seg6,RPL5P35
seg6,MGAT3-AS1
seg6,GAPDHP37
seg6,NDUFA6-DT
seg6,CYP2D8P
seg6,GOLGA2P4
seg6,LRRC37A14P
seg6,EP300-AS1
seg6,CSF2RBP1
seg6,TMEM184B-AS1
seg6,RNU12
seg6,TBC1D22A-DT
seg6,TBC1D22A-AS1
seg6,KLHDC7B-DT
seg6,KLHDC7B
seg6,CHKB-DT
seg6,ATP5MGL
seg6,SOX10
seg6,IL2RB
seg6,GRAP2
seg6,PNPLA3
seg6,TST
seg6,CYTH4
seg6,APOBEC3C
seg6,RAC2
seg6,NDUFA6
seg6,MLC1
seg6,C1QTNF6
seg6,MAPK11
seg6,APOL4
seg6,SULT4A1
seg6,MEI1
seg6,CHADL
seg6,LGALS1
seg6,MPPED1
seg6,TNFRSF13C
seg6,MIOX
seg6,CARD10
seg6,SLC16A8
seg6,NOL12
seg6,GALR3
seg6,CSF2RB
seg6,APOBEC3F
seg6,PVALB
seg6,TAFA5
seg6,CDC42EP1
seg6,CIMAP1B
seg6,PHF5A
seg6,SLC25A17
seg6,TOMM22
seg6,EP300
seg6,IFT27
seg6,MCM5
seg6,RASD2
seg6,RPS19BP1
seg6,MICALL1
seg6,RBX1
seg6,MGAT3
seg6,CENPM
seg6,SMC1B
seg6,PHF21B
seg6,SREBF2
seg6,ZC3H7B
seg6,GTSE1
seg6,POLR2F
seg6,SCO2
seg6,JOSD1
seg6,MPST
seg6,TOB2
seg6,SH3BP1
seg6,DESI1
seg6,ELFN2
seg6,PNPLA5
seg6,TXN2
seg6,TRABD
seg6,DENND6B
seg6,PPARA
seg6,ZBED4
seg6,WBP2NL
seg6,HMGXB4
seg6,SAMM50
seg6,KDELR3
seg6,BRD1
seg6,TAB1
seg6,KIAA0930
seg6,CBX7
seg6,SMIM45
seg6,GCAT
seg6,MB
seg6,NUP50
seg6,APOL2
seg6,FOXRED2
seg6,KCNJ4
seg6,LMF2
seg6,MAPK12
seg6,FBLN1
seg6,BAIAP2L2
seg6,TTLL1
seg6,CPT1B
seg6,TIMP3
seg6,HDAC10
seg6,TUBGCP6
seg6,KCTD17
seg6,TNRC6B
seg6,PLXNB2
seg6,APOL1
seg6,PMM1
seg6,CHKB
seg6,CSDC2
seg6,XPNPEP3
seg6,RRP7A
seg6,SMDT1
seg6,PICK1
seg6,CERK
seg6,FAM118A
seg6,APOBEC3D
seg6,CBX6
seg6,MAPK8IP2
seg6,TOM1
seg6,CBY1
seg6,RBFOX2
seg6,ACO2
seg6,POLR3H
seg6,TBC1D22A
seg6,SCUBE1
seg6,NCAPH2
seg6,ARHGAP8
seg6,APOL3
seg6,MYH9
seg6,PLA2G6
seg6,C22orf23
seg6,MAFF
seg6,TMEM184B
seg6,SGSM3
seg6,BIK
seg6,SUN2
seg6,TMPRSS6
seg6,UPK3A
seg6,POLDIP3
seg6,ANKRD54
seg6,GGA1
seg6,DMC1
seg6,ISX
seg6,NAGA
seg6,TEF
seg6,EIF3D
seg6,APOL6
seg6,A4GALT
seg6,SSTR3
seg6,ARFGAP3
seg6,GTPBP1
seg6,ATF4
seg6,APOBEC3G
seg6,TTC38
seg6,ST13
seg6,RABL2B
seg6,CDPF1
seg6,RANGAP1
seg6,MIEF1
seg6,TRMU
seg6,ARSA
seg6,PHETA2
seg6,CYP2D6
seg6,DNAL4
seg6,CCDC134
seg6,PARVG
seg6,LARGE1
seg6,PIM3
seg6,CYB5R3
seg6,PPP6R2
seg6,SBF1
seg6,CSNK1E
seg6,ALG12
seg6,CRELD2
seg6,SYNGR1
seg6,SERHL2
seg6,MFNG
seg6,NFAM1
seg6,ADSL
seg6,L3MBTL2
seg6,GRAMD4
seg6,XRCC6
seg6,TYMP
seg6,EFCAB6
seg6,PACSIN2
seg6,RPL3
seg6,PDGFB
seg6,TSPO
seg6,"MCAT"""
seg6,ACH-000008
seg7,NCF4
seg7,CACNA1I
seg7,ENTHD1
seg7,COX5BP7
seg7,TRIOBP
seg7,MTFR2P2
seg7,FUNDC2P4
seg7,SNORD83A
seg7,SNORD83B
seg7,SNORD43
seg7,RN7SKP214
seg7,RPL39P41
seg7,RPL7P52
seg7,COX6B1P3
seg7,RPL4P6
seg7,APOBEC3B
seg7,CACNG2
seg7,APOBEC3H
seg7,CIMIP4
seg7,RNU6-900P
seg7,MIR6820
seg7,MIR4534
seg7,RPS29P31
seg7,PRDX3P1
seg7,MIR658
seg7,MIR659
seg7,EIF3L
seg7,MTCO1P20
seg7,MTCO2P20
seg7,MTATP6P20
seg7,MTCO3P20
seg7,MTCYBP34
seg7,MTND1P10
seg7,H1-0
seg7,FAM227A
seg7,TRMT112P8
seg7,MRPS16P3
seg7,APOL5
seg7,NDUFA9P1
seg7,MIR6819
seg7,RPS15AP38
seg7,RN7SKP210
seg7,UQCRFS1P1
seg7,TMA7B
seg7,RN7SL704P
seg7,MCHR1
seg7,RN7SL385P
seg7,TPTEP2-CSNK1E
seg7,DDX17
seg7,LGALS2
seg7,MRTFA
seg7,TPTEP2
seg7,PDXP
seg7,APOBEC3A
seg7,FAM83F
seg7,SGSM3-AS1
seg7,RFKP4
seg7,JTBP1
seg7,MIR4766
seg7,DNAJB7
seg7,RNU6-379P
seg7,APOBEC3B-AS1
seg7,NPTXR
seg7,MRTFA-AS1
seg7,CACNG2-DT
seg7,TOMM22-DT
seg7,MYH9-DT
seg7,NCF4-AS1
seg7,PDXP-DT
seg7,TNRC6B-DT
seg7,IL2RB-AS1
seg7,MGAT3-AS1
seg7,GAPDHP37
seg7,CSF2RBP1
seg7,TMEM184B-AS1
seg7,SOX10
seg7,IL2RB
seg7,GRAP2
seg7,TST
seg7,CYTH4
seg7,APOBEC3C
seg7,RAC2
seg7,C1QTNF6
seg7,APOL4
seg7,LGALS1
seg7,CARD10
seg7,SLC16A8
seg7,NOL12
seg7,GALR3
seg7,CSF2RB
seg7,APOBEC3F
seg7,PVALB
seg7,CDC42EP1
seg7,SLC25A17
seg7,TOMM22
seg7,IFT27
seg7,MCM5
seg7,RASD2
seg7,RPS19BP1
seg7,MICALL1
seg7,RBX1
seg7,MGAT3
seg7,POLR2F
seg7,JOSD1
seg7,MPST
seg7,SH3BP1
seg7,ELFN2
seg7,TXN2
seg7,KDELR3
seg7,TAB1
seg7,CBX7
seg7,GCAT
seg7,MB
seg7,APOL2
seg7,FOXRED2
seg7,KCNJ4
seg7,BAIAP2L2
seg7,KCTD17
seg7,TNRC6B
seg7,APOL1
seg7,XPNPEP3
seg7,PICK1
seg7,APOBEC3D
seg7,CBX6
seg7,CBY1
seg7,RBFOX2
seg7,APOL3
seg7,MYH9
seg7,PLA2G6
seg7,C22orf23
seg7,MAFF
seg7,TMEM184B
seg7,SGSM3
seg7,SUN2
seg7,TMPRSS6
seg7,ANKRD54
seg7,GGA1
seg7,DMC1
seg7,EIF3D
seg7,APOL6
seg7,SSTR3
seg7,GTPBP1
seg7,ATF4
seg7,APOBEC3G
seg7,ST13
seg7,MIEF1
seg7,DNAL4
seg7,CSNK1E
seg7,SYNGR1
seg7,MFNG
seg7,ADSL
seg7,RPL3
seg7,"PDGFB""ACH-000364"
seg8,NCF4
seg8,CACNA1I
seg8,ENTHD1
seg8,MRPS18CP6
seg8,COX5BP7
seg8,TRIOBP
seg8,MTFR2P2
seg8,RTL6
seg8,RPL35AP36
