SegmentID,Gene
seg8,FUNDC2P4
seg8,SKP1P4
seg8,SHISAL1
seg8,SCUBE1-AS1
seg8,SNORD83A
seg8,SNORD83B
seg8,SNORD43
seg8,RN7SKP214
seg8,RPL39P41
seg8,RPL7P52
seg8,COX6B1P3
seg8,RPL4P6
seg8,APOBEC3B
seg8,PARVB
seg8,RNU6-495P
seg8,SNU13
seg8,RNU6-476P
seg8,HMGN2P10
seg8,RNU6ATAC22P
seg8,MIR33A
seg8,MIR378I
seg8,SNORD13P1
seg8,APOBEC3H
seg8,CIMIP4
seg8,RNU6-900P
seg8,MIR6820
seg8,MIR4534
seg8,RPS29P31
seg8,PRDX3P1
seg8,MIR658
seg8,MIR659
seg8,EIF3L
seg8,TCF20
seg8,H1-0
seg8,FAM227A
seg8,SHISA8
seg8,HMGN2P9
seg8,RN7SKP80
seg8,RNU6-513P
seg8,RPL5P34
seg8,ADAMTS7P5
seg8,COA1P1
seg8,RN7SKP210
seg8,UQCRFS1P1
seg8,TMA7B
seg8,RNU6-375P
seg8,MIR6889
seg8,RN7SL704P
seg8,MCHR1
seg8,RN7SL385P
seg8,TPTEP2-CSNK1E
seg8,DDX17
seg8,LGALS2
seg8,MRTFA
seg8,RPS9P2
seg8,ACTBP15
seg8,MIR1281
seg8,TPTEP2
seg8,RRP7BP
seg8,MIR1249
seg8,RIBC2
seg8,PDXP
seg8,SEPTIN3
seg8,APOBEC3A
seg8,OLA1P1
seg8,CYP2D7
seg8,SLC25A5P1
seg8,C22orf46P
seg8,SERHL
seg8,FAM83F
seg8,SGSM3-AS1
seg8,KRT18P23
seg8,ANP32BP2
seg8,PRR5
seg8,PRR5-ARHGAP8
seg8,RPL6P28
seg8,RFKP4
seg8,JTBP1
seg8,MIR4766
seg8,DNAJB7
seg8,RNU6-379P
seg8,L3MBTL2-AS1
seg8,RPS25P10
seg8,TTLL12
seg8,SCUBE1-AS2
seg8,SREBF2-AS1
seg8,APOBEC3B-AS1
seg8,NPTXR
seg8,MRTFA-AS1
seg8,CACNG2-DT
seg8,TTLL1-AS1
seg8,LINC01656
seg8,TOMM22-DT
seg8,LINC00207
seg8,OGFRP1
seg8,EFCAB6-DT
seg8,LINC01639
seg8,NCF4-AS1
seg8,LINC01315
seg8,NUP50-DT
seg8,LINC00229
seg8,EFCAB6-AS1
seg8,PDXP-DT
seg8,TNRC6B-DT
seg8,IL2RB-AS1
seg8,MGAT3-AS1
seg8,GAPDHP37
seg8,NDUFA6-DT
seg8,CYP2D8P
seg8,GOLGA2P4
seg8,LRRC37A14P
seg8,EP300-AS1
seg8,CSF2RBP1
seg8,TMEM184B-AS1
seg8,RNU12
seg8,ATP5MGL
seg8,SOX10
seg8,IL2RB
seg8,GRAP2
seg8,PNPLA3
seg8,TST
seg8,CYTH4
seg8,APOBEC3C
seg8,RAC2
seg8,NDUFA6
seg8,C1QTNF6
seg8,SULT4A1
seg8,MEI1
seg8,CHADL
seg8,LGALS1
seg8,MPPED1
seg8,TNFRSF13C
seg8,CARD10
seg8,SLC16A8
seg8,NOL12
seg8,GALR3
seg8,CSF2RB
seg8,APOBEC3F
seg8,PVALB
seg8,CDC42EP1
seg8,PHF5A
seg8,SLC25A17
seg8,TOMM22
seg8,EP300
seg8,IFT27
seg8,RPS19BP1
seg8,MICALL1
seg8,RBX1
seg8,MGAT3
seg8,CENPM
seg8,SMC1B
seg8,PHF21B
seg8,SREBF2
seg8,ZC3H7B
seg8,POLR2F
seg8,JOSD1
seg8,MPST
seg8,TOB2
seg8,SH3BP1
seg8,DESI1
seg8,ELFN2
seg8,PNPLA5
seg8,WBP2NL
seg8,SAMM50
seg8,KDELR3
seg8,TAB1
seg8,KIAA0930
seg8,CBX7
seg8,SMIM45
seg8,GCAT
seg8,NUP50
seg8,KCNJ4
seg8,FBLN1
seg8,BAIAP2L2
seg8,TTLL1
seg8,KCTD17
seg8,TNRC6B
seg8,PMM1
seg8,CSDC2
seg8,XPNPEP3
seg8,RRP7A
seg8,SMDT1
seg8,PICK1
seg8,FAM118A
seg8,APOBEC3D
seg8,CBX6
seg8,CBY1
seg8,ACO2
seg8,POLR3H
seg8,SCUBE1
seg8,ARHGAP8
seg8,PLA2G6
seg8,C22orf23
seg8,MAFF
seg8,TMEM184B
seg8,SGSM3
seg8,BIK
seg8,SUN2
seg8,TMPRSS6
seg8,UPK3A
seg8,POLDIP3
seg8,ANKRD54
seg8,GGA1
seg8,DMC1
seg8,NAGA
seg8,TEF
seg8,A4GALT
seg8,SSTR3
seg8,ARFGAP3
seg8,GTPBP1
seg8,ATF4
seg8,APOBEC3G
seg8,ST13
seg8,RANGAP1
seg8,MIEF1
seg8,PHETA2
seg8,CYP2D6
seg8,DNAL4
seg8,CCDC134
seg8,PARVG
seg8,CYB5R3
seg8,CSNK1E
seg8,SYNGR1
seg8,SERHL2
seg8,MFNG
seg8,NFAM1
seg8,ADSL
seg8,L3MBTL2
seg8,XRCC6
seg8,EFCAB6
seg8,PACSIN2
seg8,RPL3
seg8,PDGFB
seg8,TSPO
seg8,"MCAT""ACH-000350"
seg9,OSM
seg9,ZNRF3-IT1
seg9,NCF4
seg9,ACO2P1
seg9,LIF-AS2
seg9,LIF
seg9,TRIOBP
seg9,YES1P1
seg9,RNA5SP494
seg9,RNU6-1066P
seg9,RN7SKP169
seg9,MIR5739
seg9,RN7SKP214
seg9,IGLCOR22-1
seg9,SLC5A4-AS1
seg9,CPSF1P1
seg9,RFPL3
seg9,IGLCOR22-2
seg9,IGLVIVOR22-2
seg9,RGL4P1
seg9,RN7SL305P
seg9,RPS3AP55
seg9,MIR548J
seg9,CRYBA4
seg9,RPL39P41
seg9,RPS10P29
seg9,SPECC1L-ADORA2A
seg9,ARL5AP4
seg9,ACTR2P1
seg9,CRIP1P4
seg9,MYO18B
seg9,MIR3200
seg9,EIF4HP2
seg9,MIR4764
seg9,SNORA50B
seg9,LARGE-IT1
seg9,RN7SL162P
seg9,RNU7-167P
seg9,MIR3909
seg9,MIR6069
seg9,HMOX1
seg9,CACNG2
seg9,SLC5A4
seg9,CIMIP4
seg9,RNU6-900P
seg9,MIR6820
seg9,MIR4534
seg9,GSTT3P
seg9,RNU6-810P
seg9,RNU6-1219P
seg9,SNORD125
seg9,NEFH
seg9,RPEP4
seg9,SEC14L2
seg9,RNU6-564P
seg9,SLC39A1P1
seg9,SDC4P
seg9,SIRPAP1
seg9,PES1-AS1
seg9,MIR658
seg9,MIR659
seg9,EIF3L
seg9,PHF10P2
seg9,IGLVIVOR22-1
seg9,MIR6817
seg9,MTCO1P20
seg9,MTCO2P20
seg9,MTATP6P20
seg9,MTCO3P20
seg9,MTCYBP34
seg9,MTND1P10
seg9,H1-0
seg9,C22orf31
seg9,TRMT112P8
seg9,MRPS16P3
seg9,APOL5
seg9,NDUFA9P1
seg9,MIR6819
seg9,RPS15AP38
seg9,SEC14L6
seg9,STMN3P1
seg9,CRYBB3
seg9,TTC28
seg9,GSTT4
seg9,BPIFC
seg9,BBLNP2
seg9,PIWIL3
seg9,RFPL2
seg9,RNU6-331P
seg9,SLC35E4
seg9,RPL13AP26
seg9,TUG1
seg9,RN7SL385P
seg9,LGALS2
seg9,CPMER
seg9,PITPNB
seg9,MIR3199-1
seg9,MIR3199-2
seg9,RN7SL757P
seg9,MN1
seg9,GSTT2
seg9,POM121L9P
seg9,BCRP3
seg9,LRP5L
seg9,CRYBB2P1
seg9,ISCA2P1
seg9,AP1B1P1
seg9,AP1B1P2
seg9,C22orf42
seg9,PDXP
seg9,RFPL1
seg9,RN7SL633P
seg9,SELENOM
seg9,RPS15AP37
seg9,SNRPNP2
seg9,MIR3928
seg9,RNU6-1128P
seg9,RNA5SP496
seg9,RN7SL20P
seg9,RPL17P52
seg9,RNU6-201P
seg9,RPS17P16
seg9,RNA5SP497
seg9,ETFRF1P1
seg9,SYN3
seg9,LINC01399
seg9,RNF185-AS1
seg9,RNU6-338P
seg9,RNU6-28P
seg9,H2AZP6
seg9,RPS26P59
seg9,RPS18P14
seg9,MIR7109
seg9,SEZ6L-AS1
seg9,RNA5SP495
seg9,LHFPL7
seg9,INPP5J
seg9,MIATNB
seg9,RPL15P22
seg9,MIR6818
seg9,CNN2P1
seg9,RPL36P17
seg9,RPS3AP51
seg9,MIAT
seg9,LARGE-AS1
seg9,TTC28-AS1
seg9,PIK3IP1-DT
seg9,LINC01521
seg9,LINC01640
seg9,CACNG2-DT
seg9,MYH9-DT
seg9,RFPL3S
seg9,LINC02558
seg9,TFIP11-DT
seg9,HORMAD2-AS1
seg9,SYN3-AS1
seg9,LARGE1-AS1
seg9,CABP7-DT
seg9,ZNRF3-AS1
seg9,LINC02885
seg9,LINC01643
seg9,LINC01638
seg9,NCF4-AS1
seg9,GRK3-AS1
seg9,YWHAH-AS1
seg9,KIAA1671-AS1
seg9,MYO18B-AS1
seg9,MORC2-AS1
seg9,LINC02554
seg9,LINC02559
seg9,PDXP-DT
seg9,LIF-AS1
seg9,IL2RB-AS1
seg9,HMGB1P10
seg9,GGTLC4P
seg9,POM121L10P
seg9,RFPL1S
seg9,RFPL4AP6
seg9,IGLL3P
seg9,BCRP1
seg9,CSF2RBP1
seg9,ADORA2A-AS1
seg9,SOX10
seg9,CRYBB2
seg9,IL2RB
seg9,UPB1
seg9,SEC14L3
seg9,HORMAD2
seg9,TST
seg9,CYTH4
seg9,RAC2
seg9,SF3A1
seg9,SLC5A1
seg9,C1QTNF6
seg9,APOL4
seg9,PIK3IP1
seg9,UQCR10
seg9,LGALS1
seg9,DDTL
seg9,CARD10
seg9,SLC16A8
seg9,NOL12
seg9,GALR3
seg9,KIAA1671
seg9,CSF2RB
seg9,PVALB
seg9,HSCB
seg9,CDC42EP1
seg9,IFT27
seg9,MCM5
seg9,RASD2
seg9,MICALL1
seg9,FBXO7
seg9,PRR14L
seg9,POLR2F
seg9,MTFP1
seg9,XBP1
seg9,MPST
seg9,LRRC75B
seg9,CCDC117
seg9,NIPSNAP1
seg9,SH3BP1
seg9,DDT
seg9,ELFN2
seg9,CABIN1
seg9,ADORA2A
seg9,TPST2
seg9,GGT5
seg9,PATZ1
seg9,TXN2
seg9,TFIP11
seg9,SRRD
seg9,RASL10A
seg9,HMGXB4
seg9,KREMEN1
seg9,OSBP2
seg9,CCDC157
seg9,PES1
seg9,SGSM1
seg9,GCAT
seg9,MB
seg9,APOL2
seg9,CRYBB1
seg9,YWHAH
seg9,FOXRED2
seg9,TCN2
seg9,GRK3
seg9,BAIAP2L2
seg9,SPECC1L
seg9,PLA2G3
seg9,TIMP3
seg9,RNF215
seg9,KCTD17
seg9,APOL1
seg9,SEC14L4
seg9,GGT1
seg9,PICK1
seg9,GUCD1
seg9,SMTN
seg9,GAS2L1
seg9,DRG1
seg9,ZMAT5
seg9,AP1B1
seg9,CABP7
seg9,RTCB
seg9,TOM1
seg9,RBFOX2
seg9,ASPHD2
seg9,CHEK2
seg9,CASTOR1
seg9,APOL3
seg9,MYH9
seg9,PLA2G6
seg9,C22orf23
seg9,MAFF
seg9,TMEM184B
seg9,MTMR3
seg9,TMPRSS6
seg9,ANKRD54
seg9,GGA1
seg9,SEZ6L
seg9,THOC5
seg9,NF2
seg9,ISX
seg9,EIF3D
seg9,APOL6
seg9,SUSD2
seg9,MORC2
seg9,SSTR3
seg9,EWSR1
seg9,HPS4
seg9,DEPDC5
seg9,ASCC2
seg9,EMID1
seg9,LIMK2
seg9,TBC1D10A
seg9,ZNRF3
seg9,RNF185
seg9,DUSP18
seg9,LARGE1
seg9,RHBDD3
seg9,MFNG
seg9,GAL3ST1
seg9,SNRPD3
seg9,SFI1
seg9,EIF4ENIF1
seg9,"PISD"""
seg9,ACH-000878
seg10,NCF4
seg10,ACO2P1
seg10,TRIOBP
seg10,RN7SKP214
seg10,RPL39P41
seg10,MIR4764
seg10,SNORA50B
seg10,LARGE-IT1
seg10,RNU7-167P
seg10,MIR3909
seg10,MIR6069
seg10,HMOX1
seg10,CACNG2
seg10,CIMIP4
seg10,RNU6-900P
seg10,MIR6820
seg10,MIR658
seg10,MIR659
seg10,EIF3L
seg10,MTCO1P20
seg10,MTCO2P20
seg10,MTATP6P20
seg10,MTCO3P20
seg10,MTCYBP34
seg10,MTND1P10
seg10,H1-0
seg10,TRMT112P8
seg10,MRPS16P3
seg10,APOL5
seg10,NDUFA9P1
seg10,MIR6819
seg10,RPS15AP38
seg10,RN7SL385P
seg10,LGALS2
seg10,PDXP
seg10,ETFRF1P1
seg10,SYN3
seg10,LINC01399
seg10,LARGE-AS1
seg10,LINC01640
seg10,CACNG2-DT
seg10,MYH9-DT
seg10,LARGE1-AS1
seg10,LINC02885
seg10,LINC01643
seg10,NCF4-AS1
seg10,PDXP-DT
seg10,IL2RB-AS1
seg10,CSF2RBP1
seg10,SOX10
seg10,IL2RB
seg10,TST
seg10,CYTH4
seg10,RAC2
seg10,C1QTNF6
seg10,APOL4
seg10,LGALS1
seg10,CARD10
seg10,NOL12
seg10,GALR3
seg10,CSF2RB
seg10,PVALB
seg10,CDC42EP1
seg10,IFT27
seg10,MCM5
seg10,RASD2
seg10,MICALL1
seg10,POLR2F
seg10,MPST
seg10,SH3BP1
seg10,ELFN2
seg10,TXN2
seg10,HMGXB4
seg10,GCAT
seg10,MB
seg10,APOL2
seg10,FOXRED2
seg10,KCTD17
seg10,APOL1
seg10,TOM1
seg10,RBFOX2
seg10,APOL3
seg10,MYH9
seg10,C22orf23
seg10,TMPRSS6
seg10,ANKRD54
seg10,GGA1
seg10,ISX
seg10,EIF3D
seg10,APOL6
seg10,SSTR3
seg10,LARGE1
seg10,"MFNG"""
seg10,ACH-000915
seg11,NCF4
seg11,TRIOBP
seg11,RN7SKP214
seg11,RPL39P41
seg11,CIMIP4
seg11,RNU6-900P
seg11,MIR6820
seg11,MIR4534
seg11,MIR658
seg11,MIR659
seg11,EIF3L
seg11,H1-0
seg11,RN7SL704P
seg11,RN7SL385P
seg11,LGALS2
seg11,PDXP
seg11,CACNG2-DT
seg11,NCF4-AS1
seg11,PDXP-DT
seg11,IL2RB-AS1
seg11,CSF2RBP1
seg11,TMEM184B-AS1
seg11,SOX10
seg11,IL2RB
seg11,TST
seg11,CYTH4
seg11,RAC2
seg11,C1QTNF6
seg11,LGALS1
seg11,CARD10
seg11,SLC16A8
seg11,NOL12
seg11,GALR3
seg11,CSF2RB
seg11,PVALB
seg11,CDC42EP1
seg11,IFT27
seg11,MICALL1
seg11,POLR2F
seg11,MPST
seg11,SH3BP1
seg11,ELFN2
seg11,GCAT
seg11,BAIAP2L2
seg11,KCTD17
seg11,PICK1
seg11,PLA2G6
seg11,C22orf23
seg11,MAFF
seg11,TMEM184B
seg11,TMPRSS6
seg11,ANKRD54
seg11,GGA1
seg11,SSTR3
seg11,"MFNG""ACH-000979"
seg12,RPS10P30
seg12,OSM
seg12,ZNRF3-IT1
seg12,NCF4
seg12,ACO2P1
seg12,LIF-AS2
seg12,LIF
seg12,TRIOBP
seg12,LINC02556
seg12,YES1P1
seg12,RNA5SP494
seg12,RNU6-1066P
seg12,RN7SKP169
seg12,MIR5739
seg12,RN7SKP214
seg12,IGLCOR22-1
seg12,SLC5A4-AS1
seg12,CPSF1P1
seg12,RFPL3
seg12,IGLCOR22-2
seg12,IGLVIVOR22-2
seg12,RGL4P1
seg12,RN7SL305P
seg12,RPS3AP55
seg12,MIR548J
seg12,CRYBA4
seg12,RPL39P41
seg12,RPS10P29
seg12,SPECC1L-ADORA2A
seg12,ARL5AP4
seg12,ACTR2P1
seg12,CRIP1P4
seg12,MYO18B
seg12,MIR3200
seg12,EIF4HP2
seg12,PPP1R26P4
seg12,E2F6P1
seg12,CELSR1P1
seg12,DGCR11
seg12,RPL28P6
seg12,DNAJA1P6
seg12,MIR3198-1
seg12,MICAL3
seg12,MIR648
seg12,RHEBP3
seg12,ARL2BPP10
seg12,MIR4764
seg12,SNORA50B
seg12,LARGE-IT1
seg12,RN7SKP221
seg12,RN7SL162P
seg12,RPL8P5
seg12,MIR4761
seg12,MIR185
seg12,MIR3618
seg12,MIR1306
seg12,MIR6816
seg12,SNORA77B
seg12,CCDC188
seg12,KRT18P62
seg12,RN7SL168P
seg12,RPL7AP70
seg12,RTN4R
seg12,MIR1286
seg12,PRODHLP
seg12,TXNRD2
seg12,RNU7-167P
seg12,MIR3909
seg12,MIR6069
seg12,HMOX1
seg12,CACNG2
seg12,SLC5A4
seg12,CIMIP4
seg12,RNU6-900P
seg12,MIR6820
seg12,MIR4534
seg12,CCDC116
seg12,MIR301B
seg12,MIR130B
seg12,PPIL2
seg12,YPEL1
seg12,RN7SL280P
seg12,RNU6-225P
seg12,KLHL12P1
seg12,RNY1P9
seg12,RN7SL812P
seg12,KRT18P5
seg12,GSTT3P
seg12,RNU6-810P
seg12,RNU6-1219P
seg12,SNORD125
seg12,NEFH
seg12,RPEP4
seg12,SEC14L2
seg12,RNU6-564P
seg12,SLC39A1P1
seg12,SDC4P
seg12,SIRPAP1
seg12,PES1-AS1
seg12,RN7SL268P
seg12,KLHL5P1
seg12,RPS29P31
seg12,PRDX3P1
seg12,TSSK2
seg12,GSC2
seg12,GGTLC5P
seg12,PPP1R26P3
seg12,ATP5PFP2
seg12,RSPH14
seg12,BCRP8
seg12,RN7SL263P
seg12,FBXW4P1
seg12,MIR658
seg12,MIR659
seg12,EIF3L
seg12,PHF10P2
seg12,IGLVIVOR22-1
seg12,MIR6817
seg12,MIR649
seg12,TUBA3GP
seg12,MTCO1P20
seg12,MTCO2P20
seg12,MTATP6P20
seg12,MTCO3P20
seg12,MTCYBP34
seg12,MTND1P10
seg12,TERF2IPP1
seg12,CLCP1
seg12,TMEM191C
seg12,H1-0
seg12,CLDN5
seg12,FAM227A
seg12,RIMBP3C
seg12,C22orf31
seg12,RNA5SP493
seg12,MPPE1P2
seg12,PPM1F
seg12,IGLVI-70
seg12,IGLV4-69
seg12,IGLVI-68
seg12,IGLV10-54
seg12,IGLV10-67
seg12,IGLVIV-66-1
seg12,IGLVV-66
seg12,IGLVIV-65
seg12,IGLVIV-64
seg12,IGLVI-63
seg12,IGLV1-62
seg12,IGLV8-61
seg12,ABHD17AP5
seg12,IGLV4-60
seg12,SOCS2P2
seg12,IGLVIV-59
seg12,IGLVV-58
seg12,BMP6P1
seg12,IGLV6-57
seg12,IGLVI-56
seg12,IGLV11-55
seg12,IGLVIV-53
seg12,TOP3BP1
seg12,BMS1P20
seg12,IGLV5-52
seg12,IGLV1-51
seg12,IGLV1-50
seg12,ASH2LP3
seg12,IGLV9-49
seg12,IGLV5-48
seg12,IGLV1-47
seg12,ASH2LP2
seg12,IGLV7-46
seg12,IGLV5-45
seg12,IGLV1-44
seg12,IGLV7-43
seg12,IGLVI-42
seg12,IGLVVII-41-1
seg12,IGLV1-41
seg12,IGLV1-40
seg12,ASH2LP1
seg12,IGLVI-38
seg12,IGLV5-37
seg12,IGLV1-36
seg12,ASH2LP4
seg12,IGLV7-35
seg12,TRMT112P8
seg12,MRPS16P3
seg12,APOL5
seg12,NDUFA9P1
seg12,MIR6819
seg12,RPS15AP38
seg12,SEC14L6
seg12,STMN3P1
seg12,CRYBB3
seg12,TTC28
seg12,GSTT4
seg12,BPIFC
seg12,BBLNP2
seg12,PIWIL3
seg12,RFPL2
seg12,TMEM121B
seg12,RPL31P62
seg12,RPL32P5
seg12,FAM32BP
seg12,CECR9
seg12,RN7SL843P
seg12,LINC02557
seg12,IGLL1
seg12,POM121L7P
seg12,E2F6P2
seg12,LRRC74B
seg12,SLC9A3P2
seg12,ABHD17AP4
seg12,E2F6P3
seg12,PPP1R26P5
seg12,LINC01651
seg12,SUSD2P1
seg12,RN7SKP63
seg12,FAM246C
seg12,ZNF280B
seg12,ZNF280A
seg12,PRAME
seg12,IGLV2-34
seg12,IGLV2-33
seg12,IGLV3-32
seg12,IGLV3-31
seg12,IGLV3-30
seg12,BCRP4
seg12,GGTLC2
seg12,IGLV3-29
seg12,IGLV2-28
seg12,IGLV3-27
seg12,IGLV3-26
seg12,IGLVVI-25-1
seg12,IGLV3-25
seg12,IGLV3-24
seg12,IGLV2-23
seg12,IGLVVI-22-1
seg12,IGLV3-22
seg12,IGLV3-21
seg12,IGLVI-20
seg12,IGLV3-19
seg12,IGLV2-18
seg12,IGLV3-17
seg12,IGLV3-16
seg12,IGLV3-15
seg12,IGLV2-14
seg12,RNU6-331P
seg12,RN7SL704P
seg12,SLC35E4
seg12,RPL13AP26
seg12,TUG1
seg12,RN7SL385P
seg12,TPTEP2-CSNK1E
seg12,DDX17
seg12,LGALS2
seg12,RIMBP3B
seg12,TBX1
seg12,CPMER
seg12,PITPNB
seg12,MIR3199-1
seg12,MIR3199-2
seg12,RN7SL757P
seg12,MN1
seg12,GSTT2
seg12,IGLV3-10
seg12,IGLV3-9
seg12,IGLV2-8
seg12,MIR650
seg12,IGLV3-7
seg12,IGLV3-6
seg12,IGLV2-5
seg12,IGLV3-4
seg12,IGLV4-3
seg12,IGLV3-2
seg12,IGLV3-1
seg12,MIR5571
seg12,IGLL5
seg12,IGLJ1
seg12,IGLC1
seg12,IGLJ2
seg12,IGLC2
seg12,IGLJ3
seg12,IGLC3
seg12,IGLJ4
seg12,IGLC4
seg12,IGLC5
seg12,IGLJ6
seg12,IGLC6
seg12,IGLJ7
seg12,IGLC7
seg12,POM121L9P
seg12,BCRP3
seg12,GGT3P
seg12,LRP5L
seg12,P2RX6P
seg12,PRAMENP
seg12,CECR7
seg12,USP41P
seg12,FAM247A
seg12,SMPD4P1
seg12,POM121L4P
seg12,POM121L1P
seg12,TPTEP2
seg12,BCRP2
seg12,TMEM191A
seg12,CRYBB2P1
seg12,ISCA2P1
seg12,AP1B1P1
seg12,AP1B1P2
seg12,PI4KAP1
seg12,RN7SKP131
seg12,RIMBP3
seg12,SUSD2P2
seg12,CA15P2
seg12,PPP1R26P2
seg12,GUSBP11
seg12,RGL4
seg12,VPREB3
seg12,C22orf42
seg12,PDXP
seg12,RFPL1
seg12,RPL34P35
seg12,RN7SL633P
seg12,SELENOM
seg12,RPS15AP37
seg12,SNRPNP2
seg12,MIR3928
seg12,RNU6-1128P
seg12,RNA5SP496
seg12,RTL10
seg12,RN7SL20P
seg12,RPL17P52
seg12,RNU6-201P
seg12,RPS17P16
seg12,RNA5SP497
seg12,ETFRF1P1
seg12,SYN3
seg12,DRICH1
seg12,TMEM191B
seg12,POM121L15P
seg12,LINC01399
seg12,PI4KAP2
seg12,TUBA3FP
seg12,RNF185-AS1
seg12,RNU6-338P
seg12,RNU6-28P
seg12,H2AZP6
seg12,RPS26P59
seg12,RPS18P14
seg12,MIR7109
seg12,SEZ6L-AS1
seg12,RNA5SP495
seg12,VPREB1
seg12,LHFPL7
seg12,INPP5J
seg12,CES5AP1
seg12,ZDHHC8BP
seg12,MIATNB
seg12,RPL15P22
seg12,MIF-AS1
seg12,MIR6818
seg12,CNN2P1
seg12,RPL36P17
seg12,RPS3AP51
seg12,PARP4P3
seg12,ANKRD62P1-PARP4P3
seg12,ANKRD62P1
seg12,VWFP1
seg12,XKR3
seg12,HSFY1P1
seg12,GPM6BP3
seg12,ZNF402P
seg12,MTND1P17
seg12,IGKV1OR22-5
seg12,IGKV2OR22-4
seg12,IGKV2OR22-3
seg12,IGKV3OR22-2
seg12,IGKV1OR22-1
seg12,GAB4
seg12,IL9RP6
seg12,MIAT
seg12,NPTXR
seg12,LARGE-AS1
seg12,TTC28-AS1
seg12,TPTEP1
seg12,PIK3IP1-DT
seg12,LINC01521
seg12,LINC01640
seg12,CACNG2-DT
seg12,TOMM22-DT
seg12,MYH9-DT
seg12,PCAT14
seg12,CECR3
seg12,RFPL3S
seg12,UFD1-AS1
seg12,LINC02558
seg12,THAP7-AS1
seg12,FAM230E
seg12,TFIP11-DT
seg12,HORMAD2-AS1
seg12,FAM230F
seg12,SYN3-AS1
seg12,LINC01637
seg12,LARGE1-AS1
seg12,DGCR5
seg12,CABP7-DT
seg12,FAM230I
seg12,ZNRF3-AS1
seg12,LINC02885
seg12,LINC01634
seg12,LINC01643
seg12,LINC01311
seg12,LINC01638
seg12,NCF4-AS1
seg12,LINC00895
seg12,HDHD5-AS1
seg12,GRK3-AS1
seg12,YWHAH-AS1
seg12,LINC00896
seg12,LINC02891
seg12,KIAA1671-AS1
seg12,MYO18B-AS1
seg12,FAM230A
seg12,FAM230D
seg12,FAM230J
seg12,MORC2-AS1
seg12,LINC02554
seg12,LINC01665
seg12,LINC02559
seg12,PDXP-DT
seg12,LIF-AS1
seg12,FAM230G
seg12,LINC01664
seg12,PPM1F-AS1
seg12,IL2RB-AS1
seg12,LINC01659
seg12,HMGB1P10
seg12,GGTLC4P
seg12,POM121L10P
seg12,BCRP7
seg12,CA15P1
seg12,RFPL1S
seg12,RFPL4AP6
seg12,TSSK1A
seg12,IGLL3P
seg12,BCRP1
seg12,ASLP1
seg12,CCDC74BP1
seg12,IGLL4P
seg12,BCRP5
seg12,POM121L8P
seg12,BCRP6
seg12,CSF2RBP1
seg12,CCDC188BP
seg12,VN1R9P
seg12,TMEM184B-AS1
seg12,IGLV3-13
seg12,IGLV3-12
seg12,IGLV2-11
seg12,IGLJ5
seg12,LINC00528
seg12,FAM247B
seg12,FAM246B
seg12,FAM230H
seg12,FAM246A
seg12,ADORA2A-AS1
seg12,FAM230B
seg12,GGT2P
seg12,SOX10
seg12,CRYBB2
seg12,C22orf39
seg12,RANBP1
seg12,RAB36
seg12,IL2RB
seg12,UPB1
seg12,SEC14L3
seg12,HORMAD2
seg12,TST
seg12,CYTH4
seg12,RAC2
seg12,MMP11
seg12,SF3A1
seg12,CHCHD10
seg12,SLC5A1
seg12,GNB1L
seg12,C1QTNF6
seg12,APOL4
seg12,SERPIND1
seg12,ADA2
seg12,PIK3IP1
seg12,UQCR10
seg12,CRKL
seg12,LGALS1
seg12,DDTL
seg12,CARD10
seg12,SLC16A8
seg12,NOL12
seg12,GP1BB
seg12,SLC7A4
seg12,GALR3
seg12,KIAA1671
seg12,CSF2RB
seg12,DGCR6L
seg12,PVALB
seg12,HSCB
seg12,CDC42EP1
seg12,UFD1
seg12,TOMM22
seg12,LZTR1
seg12,IFT27
seg12,MCM5
seg12,THAP7
seg12,RASD2
seg12,MICALL1
seg12,UBE2L3
seg12,FBXO7
seg12,MIF
seg12,SLC25A1
seg12,PRR14L
seg12,ZNF74
seg12,ZDHHC8
seg12,CECR2
seg12,MRPL40
seg12,DERL3
seg12,HIC2
seg12,POLR2F
seg12,SDF2L1
seg12,JOSD1
seg12,DGCR6
seg12,CDC45
seg12,MTFP1
seg12,ATP6V1E1
seg12,XBP1
seg12,ARVCF
seg12,MPST
seg12,HIRA
seg12,LRRC75B
seg12,PEX26
seg12,CCDC117
seg12,NIPSNAP1
seg12,SH3BP1
seg12,SNAP29
seg12,DDT
seg12,ELFN2
seg12,CABIN1
seg12,ADORA2A
seg12,TPST2
seg12,GGT5
seg12,PATZ1
seg12,TXN2
seg12,BCL2L13
seg12,SEPTIN5
seg12,TFIP11
seg12,SRRD
seg12,RASL10A
seg12,HMGXB4
seg12,SLC25A18
seg12,KREMEN1
seg12,OSBP2
seg12,KDELR3
seg12,CCDC157
seg12,PES1
seg12,SGSM1
seg12,GCAT
seg12,MB
seg12,APOL2
seg12,CRYBB1
seg12,YWHAH
seg12,FOXRED2
seg12,SLC2A11
seg12,KCNJ4
seg12,TCN2
seg12,GRK3
seg12,BAIAP2L2
seg12,SPECC1L
seg12,PLA2G3
seg12,SMARCB1
seg12,TIMP3
seg12,USP18
seg12,RNF215
seg12,KCTD17
seg12,TRMT2A
seg12,APOL1
seg12,SEC14L4
seg12,GGT1
seg12,ESS2
seg12,PICK1
seg12,GUCD1
seg12,BID
seg12,SMTN
